Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
255073		0.497312		0.497083		0.497107		0.464383		0.462009		0.466673
255074		0.494124		0.497215		0.497075		0.462254		0.462939		0.467212
255075		0.496614		0.49689		0.494462		0.470794		0.469375		0.470372
255076		0.496867		0.495836		0.497024		0.452208		0.448128		0.454999
255077		0.49698		0.497095		0.496807		0.468253		0.466537		0.469913
255078		0.498828		0.49696		0.497203		0.46281		0.458436		0.463087
255079		0.496925		0.497046		0.496691		0.468961		0.467325		0.470486
255081		0.496949		0.496977		0.497165		0.460244		0.457907		0.462601
255082		0.497393		0.497165		0.497075		0.465		0.462726		0.467076
255083		0.495116		0.494951		0.49535		0.477778		0.476416		0.479229
255084		0.497129		0.497206		0.497046		0.46548		0.463187		0.467442
255085		0.495826		0.49583		0.49687		0.448025		0.44493		0.452126
255086		0.497299		0.49708		0.497125		0.463901		0.461585		0.466171
255087		0.49729		0.497064		0.497064		0.464481		0.46217		0.466687
255088		0.495694		0.495664		0.495717		0.412771		0.407377		0.418188
255089		0.497059		0.495905		0.497016		0.453556		0.450075		0.456302
255090		0.496967		0.498981		0.49693		0.455478		0.45513		0.458178
255091		0.497192		0.498831		0.494122		0.463009		0.462901		0.46244
255092		0.496666		0.496899		0.494603		0.470604		0.469253		0.47013
255094		0.496954		0.496993		0.498835		0.458415		0.455969		0.462977
255095		0.496865		0.497028		0.496439		0.46958		0.4679		0.471003
255097		0.498856		0.496981		0.49724		0.462952		0.458531		0.46329
255098		0.496993		0.49895		0.496956		0.455989		0.455669		0.4586
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254616		0.496194		0.496261		0.496181		0.0164659		0.0112261		0.0237695
254624		0.496061		0.496278		0.496092		0.314791		0.304096		0.325865
254640		0.496116		0.496214		0.49608		0.257394		0.243618		0.271679
254642		0.495556		0.495542		0.495665		0.485918		0.485222		0.486747
254664		0.495498		0.495369		0.495477		0.376496		0.368898		0.384134
254668		0.496003		0.496116		0.496009		0.258932		0.245022		0.273348
254689		0.494783		0.494501		0.49488		0.473115		0.471465		0.47459
254692		0.495644		0.495626		0.495661		0.487109		0.4865		0.487698
254713		0.495462		0.495484		0.495496		0.483665		0.482851		0.484515
254728		0.497282		0.49706		0.497124		0.463864		0.461483		0.46621
254730		0.497366		0.497106		0.497063		0.464908		0.46245		0.467147
254732		0.497239		0.497034		0.497129		0.463653		0.461323		0.466012
254737		0.497134		0.497311		0.497016		0.466231		0.464039		0.468155
254741		0.496986		0.497022		0.496947		0.457058		0.45452		0.459593
254745		0.49471		0.495766		0.494851		0.472508		0.472082		0.474128
254746		0.497088		0.497383		0.496967		0.466766		0.464785		0.468581
254749		0.498954		0.495912		0.496983		0.455479		0.44975		0.455912
254750		0.496528		0.496843		0.494764		0.470942		0.469646		0.470835
254751		0.497087		0.496958		0.49732		0.461821		0.459606		0.464326
254753		0.495805		0.495805		0.495811		0.434866		0.430944		0.438788
254770		0.497057		0.49711		0.497015		0.456375		0.453835		0.458927
254777		0.497363		0.497128		0.49707		0.464698		0.462399		0.466826
254795		0.497204		0.496999		0.497139		0.463358		0.461002		0.465782
254799		0.495819		0.495809		0.495836		0.441849		0.438384		0.445329
254801		0.495554		0.495523		0.49559		0.389489		0.382435		0.396581
254807		0.49605		0.496032		0.496046		0.308429		0.296502		0.32058
254812		0.497053		0.496921		0.49729		0.461687		0.459424		0.46424
254816		0.495751		0.496083		0.494794		0.472257		0.470991		0.472923
254826		0.494938		0.494915		0.495102		0.476297		0.475058		0.477689
254852		0.494901		0.494818		0.495224		0.47471		0.473286		0.476284
254853		0.49546		0.495235		0.495304		0.480864		0.479732		0.481579
254854		0.496952		0.496991		0.498856		0.458517		0.456015		0.463142
254868		0.495711		0.495655		0.495727		0.487777		0.487182		0.488292
254904		0.496606		0.49689		0.494848		0.470794		0.469337		0.470785
254924		0.496976		0.498948		0.496943		0.455996		0.455674		0.458627
254929		0.497049		0.496874		0.496246		0.495683		0.495412		0.494941
254945		0.495507		0.495488		0.49555		0.38444		0.376981		0.391996
254953		0.497124		0.497316		0.497003		0.466278		0.464183		0.468117
254958		0.49696		0.497081		0.496764		0.468567		0.466858		0.470202
254967		0.497076		0.496937		0.497319		0.461781		0.45954		0.464308
254975		0.496864		0.497024		0.496481		0.469549		0.467889		0.47099
254979		0.496198		0.496075		0.496193		0.15851		0.143382		0.174612
254991		0.498843		0.496995		0.497233		0.462947		0.458666		0.463172
254992		0.494736		0.496702		0.494528		0.470059		0.470436		0.471533
254999		0.49592		0.496767		0.494606		0.470928		0.470159		0.471169
255011		0.496936		0.496972		0.49714		0.460132		0.457723		0.462565
255030		0.497091		0.497411		0.496957		0.466898		0.464885		0.468758
255036		0.497129		0.497351		0.496998		0.466428		0.464323		0.468304
255049		0.497047		0.497149		0.496884		0.467628		0.465829		0.469368
255059		0.497141		0.497235		0.49706		0.465463		0.463244		0.467372
255064		0.497335		0.497116		0.497102		0.464396		0.462136		0.466553
255070		0.497133		0.497208		0.497025		0.465714		0.463385		0.46769
255080		0.496957		0.496995		0.496927		0.458116		0.455715		0.460526
255093		0.495876		0.495828		0.496869		0.447588		0.444366		0.451766
255096		0.497003		0.497123		0.496818		0.468126		0.466297		0.469893
